,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
1373,100,1,6,47.60867399,-122.2882478,4,1.0,2,75.0,2,1125,40,False,within an hour,False,Central Area,House,Entire home/apt,Real Bed,True,moderate,160.75781249999997
1374,100,60,4,47.62255517,-122.36304209999999,2,1.0,1,160.0,1,29,16,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,super_strict_30,289.6740625000007
1375,100,1,2,47.63660545,-122.36851909999999,1,1.0,1,0.0,3,14,15,True,within an hour,True,Queen Anne,House,Private room,Real Bed,False,moderate,92.9991666666667
1376,75,1,6,47.53859793,-122.3759381,4,1.0,2,0.0,2,28,34,False,within a few hours,False,Delridge,House,Private room,Real Bed,False,flexible,112.15895833333335
1377,100,100,5,47.61825824,-122.3382837,1,1.0,2,60.0,2,1125,29,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,209.5121875
1378,100,7,2,47.61700879,-122.32599109999998,2,1.0,0,50.0,1,1125,24,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,114.99114583333333
1379,100,1,7,47.697121700000004,-122.35340120000001,2,1.0,2,60.0,2,14,40,True,within a few hours,False,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,145.90302083333336
1380,100,2,2,47.67158704,-122.25994740000002,1,1.0,1,125.0,2,365,15,True,within a day,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,121.16260416666663
1381,100,1,2,47.57090108,-122.313198,1,1.0,1,0.0,2,1125,18,False,within a few hours,True,Beacon Hill,House,Private room,Real Bed,False,moderate,67.303125
1382,100,1,4,47.59719165,-122.3046905,4,1.0,1,70.0,2,1125,34,True,within an hour,True,Central Area,Apartment,Entire home/apt,Real Bed,False,moderate,128.13416666666663
1383,99,521,5,47.61345857,-122.3485148,4,2.0,2,129.0,2,1125,24,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,310.8944791666663
1384,100,0,4,47.65196026,-122.3689884,1,1.0,1,35.0,2,5,43,True,within a day,True,Queen Anne,Apartment,Entire home/apt,Real Bed,False,flexible,115.89447916666676
1385,100,4,7,47.657183200000006,-122.349074,1,2.0,3,125.0,2,200,33,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,237.0990625
1386,100,1,6,47.56612609,-122.3665814,4,2.5,2,140.0,2,180,45,True,within a day,True,Delridge,Townhouse,Entire home/apt,Real Bed,False,moderate,214.76197916666675
1387,96,13,8,47.63831516,-122.3294294,1,1.0,2,175.0,3,1125,27,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,218.93541666666675
1388,100,5,2,47.67053149,-122.3138369,1,1.0,1,30.0,1,21,8,False,within an hour,False,University District,House,Private room,Real Bed,True,strict_14_with_grace_period,47.55822916666668
1389,99,10,2,47.62491803,-122.3260381,2,1.5,1,30.0,1,14,29,True,within an hour,True,Capitol Hill,House,Private room,Real Bed,False,moderate,83.09218750000002
1390,100,1,2,47.65904676,-122.3418054,1,1.0,1,55.0,1,90,42,True,within an hour,False,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,False,moderate,103.13760416666662
1391,100,1,5,47.61634561,-122.34655479999999,2,2.0,2,60.0,3,1125,26,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,flexible,178.7557291666666
1392,100,4,2,47.62205058,-122.31559909999999,1,1.0,1,30.0,1,30,15,True,within a few hours,True,Capitol Hill,Guest suite,Private room,Real Bed,False,moderate,85.79947916666666
1393,100,1,3,47.61985422,-122.32402040000001,2,1.0,1,50.0,2,40,29,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,121.14354166666662
1394,100,1,4,47.57250487,-122.37209820000001,2,1.0,0,40.0,2,30,23,False,within an hour,False,West Seattle,Guesthouse,Entire home/apt,Real Bed,True,moderate,96.09406249999998
1395,100,1,4,47.67307892,-122.3034328,1,1.0,2,50.0,2,1125,25,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,117.10281249999997
1396,100,1,2,47.66869206,-122.39608940000001,2,1.5,1,75.0,3,1125,50,True,within an hour,True,Ballard,Guest suite,Entire home/apt,Real Bed,False,moderate,113.03468749999993
1397,100,1,6,47.65925899,-122.3514645,6,2.5,3,313.0,2,1125,21,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,super_strict_30,240.06072916666656
1398,100,2,4,47.67155977,-122.382704,1,1.0,2,60.0,3,30,24,False,within an hour,True,Ballard,Cottage,Entire home/apt,Real Bed,False,strict_14_with_grace_period,137.42760416666664
1399,100,4,2,47.65151014,-122.38318970000002,1,1.0,1,20.0,1,1125,14,False,within a few hours,True,Magnolia,Townhouse,Private room,Real Bed,False,moderate,73.52572916666668
1400,100,3,2,47.52506812,-122.28118090000001,1,1.0,1,10.0,1,1125,14,False,within an hour,False,Beacon Hill,House,Shared room,Real Bed,False,flexible,46.98427083333332
1401,90,1,4,47.68077959,-122.35156529999999,2,1.0,1,0.0,3,90,40,True,within a few hours,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,moderate,109.70114583333344
1402,100,13,2,47.61452817,-122.3392108,2,1.0,1,100.0,3,30,40,True,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,flexible,164.40864583333342
1403,100,32,7,47.61696955,-122.29771159999999,4,1.5,2,90.0,1,365,28,True,within an hour,False,Central Area,Townhouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,199.26781249999996
1404,100,1,2,47.54246252,-122.2794315,1,1.0,1,50.0,2,30,22,False,within an hour,False,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,flexible,91.83291666666669
1405,100,10,3,47.63176396,-122.360022,2,1.0,1,25.0,1,10,27,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,79.66687499999995
1406,100,1,6,47.6749285,-122.3308303,6,1.0,1,85.0,2,12,40,True,within an hour,True,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,True,moderate,170.76437500000003
1407,100,1,2,47.68842796,-122.35943259999999,1,1.0,1,0.0,1,7,13,False,within an hour,False,Other neighborhoods,House,Private room,Real Bed,True,flexible,59.36656250000003
1408,100,9,2,47.61270935,-122.34411440000001,3,1.0,0,47.0,1,90,26,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,162.2324999999998
1409,100,786,4,47.63171938,-122.34225790000002,1,2.0,2,230.0,30,1125,17,True,within an hour,True,Cascade,Apartment,Entire home/apt,Real Bed,False,strict,181.32729166666675
1410,100,123,2,47.66664004,-122.3164824,1,1.0,1,20.0,1,21,18,False,within an hour,False,University District,House,Private room,Real Bed,True,strict_14_with_grace_period,55.457499999999946
1411,100,2,2,47.60986251,-122.3292726,2,1.0,0,0.0,2,1125,24,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,154.52824404761913
1412,100,32,20,47.61981069,-122.2952909,12,3.0,6,200.0,1,365,27,True,within an hour,False,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,581.0844791666666
1413,100,3,8,47.66395773,-122.35005249999999,6,2.0,4,140.0,2,31,26,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,283.2439583333333
1414,100,2,2,47.59503392,-122.2964051,2,1.0,1,25.0,1,5,21,True,within an hour,False,Central Area,Townhouse,Private room,Real Bed,False,moderate,70.53885416666667
1415,100,123,2,47.65971508,-122.32394840000002,1,2.0,1,20.0,1,21,13,False,within an hour,False,Other neighborhoods,House,Private room,Real Bed,True,strict_14_with_grace_period,44.62229166666666
1416,100,5,3,47.64826946,-122.3370324,2,1.0,1,30.0,22,1125,15,False,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,moderate,106.70572916666664
1417,100,1,2,47.66788276,-122.329683,1,1.0,1,0.0,1,3,31,True,within an hour,False,Other neighborhoods,House,Private room,Real Bed,True,flexible,51.69177083333332
1418,80,3,9,47.6172718,-122.3150106,4,2.5,2,65.0,2,25,24,False,within a day,True,Capitol Hill,Townhouse,Entire home/apt,Real Bed,False,moderate,214.15552083333336
1419,100,131,2,47.62892201,-122.3423482,1,1.0,1,75.0,2,1125,38,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,102.99687500000002
1420,100,2,8,47.68409723,-122.3790784,6,2.0,3,100.0,3,1125,24,False,within an hour,True,Ballard,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,281.0415625
1421,100,19,16,47.66401768,-122.3674348,6,2.0,6,215.0,1,365,37,False,within an hour,True,Ballard,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,409.38499999999976
1422,100,2,2,47.56556143,-122.37003329999999,1,1.0,0,0.0,1,1125,20,True,within an hour,False,Delridge,Tiny house,Entire home/apt,Real Bed,True,moderate,99.65250000000002
1423,99,152,2,47.61222898,-122.33155590000001,1,1.0,1,75.0,30,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,160.10364583333327
1424,99,647,8,47.60393173,-122.30720900000001,1,2.5,3,120.0,1,1125,40,False,within an hour,False,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,232.4307291666668
1425,100,1,5,47.65964048,-122.2707777,5,1.0,2,100.0,1,1125,60,False,within a few hours,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,179.01343749999995
1426,100,1,1,47.65587211,-122.35688390000001,1,3.0,1,10.0,3,21,25,True,within an hour,True,Other neighborhoods,House,Private room,Real Bed,False,flexible,59.13864583333333
1427,98,8,4,47.61529645,-122.3143182,2,1.0,1,50.0,2,29,22,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,flexible,125.63135416666661
1428,100,1,2,47.68742064,-122.353569,1,1.0,1,0.0,1,1125,28,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,flexible,103.59447916666664
1429,100,6,3,47.68344123,-122.3775858,2,1.0,1,80.0,2,1125,32,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,116.29302083333332
1430,100,1,2,47.60845511,-122.33809,2,2.0,1,150.0,6,1125,30,False,within a few hours,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,190.20760416666667
1431,100,1,8,47.58703738,-122.3802748,5,2.0,4,150.0,1,28,26,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,False,moderate,272.7099999999999
1432,100,1,2,47.68098039,-122.36039650000001,1,1.0,1,25.0,1,30,33,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,85.01770833333335
1433,67,1,8,47.58856563,-122.2867827,1,3.0,4,499.0,2,1125,50,False,within a few hours,False,Rainier Valley,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,503.9393749999999
1434,100,2,4,47.61856961,-122.30464620000001,2,2.0,2,70.0,2,14,47,True,within an hour,False,Capitol Hill,Townhouse,Entire home/apt,Real Bed,True,moderate,179.5073958333334
1435,100,1,2,47.63737488,-122.36941090000002,2,1.0,1,75.0,1,1124,37,True,within an hour,True,Queen Anne,House,Entire home/apt,Real Bed,True,moderate,122.69322916666665
1436,100,123,1,47.64219716,-122.30435859999999,1,1.0,1,15.0,1,21,9,False,within an hour,False,Capitol Hill,House,Shared room,Real Bed,True,strict_14_with_grace_period,30.4734375
1437,100,1,2,47.61433052,-122.34857579999999,1,1.0,0,90.0,4,180,39,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,moderate,132.13562499999998
1438,100,1,7,47.673162,-122.31415179999999,4,1.5,3,150.0,2,1125,34,False,within a few hours,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,239.89875000000004
1439,100,1,4,47.68724776,-122.37805390000001,2,1.0,1,80.0,2,1125,38,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,True,moderate,147.17458333333326
1440,100,17,4,47.61187617,-122.34933899999999,2,1.0,1,62.0,1,14,57,True,within an hour,False,Downtown,Serviced apartment,Entire home/apt,Real Bed,True,moderate,172.1588541666668
1441,93,1,7,47.60010396,-122.33379129999999,2,1.0,0,50.0,1,365,23,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,False,strict_14_with_grace_period,175.63572916666658
1442,84,1,4,47.60002712,-122.32572959999999,2,1.0,1,25.0,1,1125,21,False,within a day,True,Downtown,Apartment,Entire home/apt,Real Bed,False,moderate,129.33802083333333
1443,100,18,6,47.58824867,-122.29386370000002,4,1.0,2,150.0,3,1125,29,False,within an hour,False,Rainier Valley,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,185.92385416666667
1444,100,2,7,47.6486201,-122.3209787,1,1.0,2,100.0,2,30,76,True,within an hour,True,Capitol Hill,Guesthouse,Entire home/apt,Real Bed,True,moderate,188.27041666666668
1445,96,3,3,47.61521817,-122.3293666,2,1.0,1,35.0,1,60,36,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,115.89604166666672
1446,100,123,2,47.66497654,-122.31021499999999,1,2.0,1,20.0,1,21,8,False,within an hour,False,University District,House,Private room,Real Bed,True,strict_14_with_grace_period,66.88864583333334
1447,99,152,2,47.61111496,-122.3453662,2,1.5,1,85.0,3,1125,20,False,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,True,strict_14_with_grace_period,183.7822916666667
1448,100,1,3,47.65359417,-122.32913959999999,2,1.0,1,40.0,2,31,75,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,109.61510416666665
1449,100,1,5,47.6220095,-122.3103977,1,1.0,2,50.0,1,90,25,False,within an hour,False,Capitol Hill,Condominium,Entire home/apt,Real Bed,True,moderate,130.7861458333333
1450,100,1,2,47.59083415,-122.31813290000001,1,1.0,1,30.0,1,4,25,False,within an hour,True,Beacon Hill,Condominium,Private room,Real Bed,False,moderate,68.56510416666666
1451,100,22,8,47.65782946,-122.3976334,4,2.0,2,180.0,2,1125,26,False,within an hour,False,Magnolia,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,221.44927083333326
1452,100,1,4,47.54782255,-122.29337290000001,2,1.0,1,50.0,1,1125,32,True,within an hour,True,Beacon Hill,Guest suite,Entire home/apt,Real Bed,True,moderate,100.8415625
1453,100,1,6,47.57563425,-122.2990861,1,1.0,2,100.0,1,30,15,True,within an hour,False,Rainier Valley,Bungalow,Entire home/apt,Real Bed,True,flexible,144.11677083333325
1454,100,1,2,47.66068542,-122.35021280000001,2,1.5,1,30.0,2,1125,35,True,within an hour,True,Other neighborhoods,Townhouse,Private room,Real Bed,False,moderate,74.7240625
1455,100,1,4,47.61068249,-122.3422446,1,2.0,1,50.0,3,1125,22,False,within a few hours,True,Downtown,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,183.95145833333336
1456,100,1,4,47.67297324,-122.2845787,2,1.0,1,50.0,1,1125,20,True,within a few hours,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,flexible,101.9375
1457,100,35,2,47.61776343,-122.3252275,1,1.0,0,50.0,2,12,22,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,192.31833333333336
1458,100,5,7,47.52471449,-122.34750190000001,7,1.0,2,100.0,1,31,48,False,within an hour,False,Delridge,Guesthouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,191.40385416666658
1459,100,1,4,47.69274488,-122.37125379999999,3,1.0,1,25.0,2,1125,33,True,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,101.34760416666666
1460,100,4,4,47.56618643,-122.3860307,4,2.5,2,160.0,1,14,39,True,within an hour,True,West Seattle,Townhouse,Entire home/apt,Real Bed,False,moderate,213.34687499999993
1461,100,1,6,47.66867922,-122.31584109999999,4,1.0,2,100.0,1,1125,24,True,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,False,flexible,165.8258333333333
1462,100,12,4,47.61171393,-122.328602,2,1.0,0,60.0,1,30,22,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,134.52312499999994
1463,100,1,2,47.60789187,-122.3380597,1,1.0,1,25.0,2,1125,25,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,flexible,151.669494047619
1464,100,1,8,47.61373752,-122.2999138,1,1.5,3,150.0,2,180,24,True,within an hour,True,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,233.47885416666676
1465,100,4,4,47.52764509,-122.2774024,4,1.0,2,35.0,2,1125,19,False,within a day,True,Rainier Valley,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,135.66583333333335
1466,100,5,2,47.61164514,-122.3479515,2,1.0,0,75.0,1,120,13,True,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,106.30552083333338
1467,90,5,2,47.64697001,-122.3988108,1,1.0,1,0.0,2,1125,26,False,within an hour,False,Magnolia,House,Private room,Real Bed,True,flexible,109.85843750000004
1468,100,1,3,47.61029648,-122.3420925,1,1.0,1,39.0,4,1125,49,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,140.50886904761907
1469,50,1,4,47.57377648,-122.2916517,1,1.0,1,75.0,2,1125,22,False,within a day,False,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,strict_14_with_grace_period,130.29010416666662
1470,99,152,2,47.61227282,-122.34812720000001,1,1.0,0,75.0,5,120,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,169.86302083333328
1471,100,2,5,47.66678908,-122.29895400000001,2,2.5,3,100.0,4,1125,19,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,flexible,208.04885416666656
1472,100,4,1,47.60018524,-122.3283338,1,2.0,1,10.0,1,1125,9,False,within an hour,True,Downtown,Other,Shared room,Real Bed,True,moderate,80.18749999999999
1473,100,1,2,47.65057957,-122.34177759999999,1,1.0,0,60.0,1,30,29,True,within an hour,True,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,False,moderate,105.70781249999993
1474,100,3,2,47.69448005,-122.30588370000001,1,1.0,1,0.0,1,7,21,True,within an hour,False,Northgate,House,Private room,Real Bed,True,flexible,54.37916666666666
1475,100,1,2,47.67434571,-122.35528490000002,1,1.0,1,35.0,2,29,31,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,flexible,97.90406249999998
1476,100,8,4,47.60440392,-122.31515279999999,2,1.0,1,125.0,30,1125,23,True,within an hour,True,Central Area,Condominium,Entire home/apt,Real Bed,False,moderate,129.4830208333332
1477,100,8,3,47.53443914,-122.27792849999999,2,1.0,1,0.0,1,1125,55,False,within a few hours,False,Rainier Valley,House,Private room,Real Bed,False,moderate,81.06697916666671
1478,100,1,5,47.60469298,-122.32410859999999,2,1.0,1,70.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,154.22687499999995
1479,100,1,2,47.68141537,-122.34557920000002,1,1.0,1,25.0,1,1125,19,True,within a few hours,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,69.06885416666667
1480,67,1,2,47.616256799999995,-122.29731770000001,1,1.0,1,0.0,1,1125,9,False,within a day,True,Central Area,House,Private room,Real Bed,False,flexible,77.36958333333331
1481,100,2,2,47.67752864,-122.32785220000001,1,1.0,1,25.0,2,14,21,True,within a few hours,False,Other neighborhoods,House,Private room,Real Bed,False,flexible,76.55395833333333
1482,96,2,4,47.67671361,-122.3769405,2,1.0,1,50.0,1,12,37,False,within an hour,False,Ballard,Apartment,Entire home/apt,Real Bed,False,flexible,104.33833333333328
1483,100,1,4,47.56085903,-122.2759679,2,1.0,1,0.0,2,1125,31,True,within an hour,True,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,flexible,110.2148958333333
1484,100,1,4,47.56645876,-122.3002443,1,2.0,2,100.0,3,30,46,True,within an hour,True,Beacon Hill,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,175.74145833333338
1485,100,19,12,47.55841128,-122.28463899999998,8,2.5,4,252.0,1,365,38,False,within an hour,True,Rainier Valley,Townhouse,Entire home/apt,Real Bed,True,super_strict_60,561.6679166666667
1486,100,2,5,47.60110656,-122.29954540000001,5,2.0,3,120.0,2,15,35,True,within an hour,False,Central Area,Townhouse,Entire home/apt,Real Bed,False,moderate,245.00812500000004
1487,100,2,6,47.62043599,-122.30154440000001,1,1.0,2,50.0,2,21,35,True,within an hour,True,Capitol Hill,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,156.71499999999992
1488,99,152,4,47.61284702,-122.3185182,4,2.0,2,120.0,3,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,315.3567708333332
1489,95,84,6,47.62458029,-122.330867,1,2.0,2,99.0,1,1125,23,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,278.78770833333346
1490,0,2,3,47.55432137,-122.3957736,2,1.0,1,50.0,2,4,27,False,a few days or more,True,West Seattle,Guest suite,Entire home/apt,Real Bed,False,moderate,106.30770833333335
1491,93,10,3,47.6118662,-122.328552,2,1.0,0,60.0,3,1124,41,False,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,152.5094791666666
1492,100,2,2,47.71518678,-122.31935530000001,1,1.0,1,15.0,1,365,42,False,within an hour,False,Northgate,House,Private room,Real Bed,False,strict_14_with_grace_period,57.41937500000001
1493,100,1,3,47.54647243,-122.3784682,1,1.0,1,30.0,2,30,31,False,within an hour,True,West Seattle,Guest suite,Entire home/apt,Real Bed,True,moderate,95.7357291666667
1494,100,1,2,47.65989218,-122.3304288,2,1.0,1,0.0,1,30,25,False,within a day,True,Other neighborhoods,House,Private room,Real Bed,False,strict_14_with_grace_period,66.7875
1495,100,1,2,47.6093561,-122.3100666,2,1.0,0,35.0,1,90,29,True,within an hour,True,Central Area,Townhouse,Entire home/apt,Real Bed,True,moderate,100.74854166666668
1496,100,1,6,47.71351833,-122.35873529999999,6,2.0,3,200.0,7,14,12,False,within a day,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,275.1019791666667
1497,80,1,2,47.62703059,-122.3627288,1,1.0,1,50.0,1,1125,12,False,within a few hours,True,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,118.22843749999998
1498,100,1,2,47.52920009,-122.38564,2,1.0,0,40.0,2,90,56,True,within an hour,True,West Seattle,Guesthouse,Entire home/apt,Real Bed,False,moderate,102.9595833333334
1499,100,1,4,47.61153529999999,-122.31432530000001,2,1.0,1,0.0,2,1124,29,True,within a few hours,False,Central Area,Loft,Entire home/apt,Real Bed,False,moderate,122.82489583333337
1500,100,2,2,47.57014342,-122.399179,2,2.0,1,90.0,2,50,24,True,within an hour,False,West Seattle,House,Entire home/apt,Real Bed,False,flexible,150.42937500000005
1501,99,81,4,47.61365008,-122.3474405,4,1.0,1,125.0,1,365,23,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,super_strict_30,126.38406249999994
1502,100,1,4,47.63314315,-122.3407247,4,1.0,1,50.0,2,1125,34,True,within an hour,True,Cascade,Condominium,Entire home/apt,Real Bed,False,moderate,135.95656249999993
1503,100,2,2,47.57410657,-122.28506180000001,2,1.0,1,75.0,4,7,27,True,within a day,True,Rainier Valley,Apartment,Entire home/apt,Real Bed,False,moderate,113.490625
1504,100,1,2,47.66367672,-122.34929540000002,1,1.0,1,50.0,2,7,22,True,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,flexible,96.78572916666663
1505,100,1,3,47.64236844,-122.35826680000001,2,1.0,1,35.0,3,30,38,True,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,110.38364583333336
1506,100,6,2,47.60518458,-122.3223054,2,1.0,0,50.0,1,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,146.19208333333344
1507,100,1,2,47.58344404,-122.29586770000002,1,1.0,1,25.0,14,60,28,True,within an hour,True,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,strict_14_with_grace_period,109.97802083333335
1508,100,1,4,47.60175518,-122.2891183,4,1.0,2,75.0,2,30,38,True,within an hour,False,Central Area,Bungalow,Entire home/apt,Real Bed,True,moderate,144.99124999999995
1509,100,2,3,47.63638989,-122.3539098,2,1.0,0,10.0,2,7,30,True,within an hour,True,Queen Anne,Guest suite,Entire home/apt,Real Bed,True,moderate,100.98781249999998
1510,100,2,4,47.63928365,-122.30915309999999,1,1.0,2,90.0,2,8,38,False,within a few hours,True,Capitol Hill,House,Entire home/apt,Real Bed,False,flexible,151.85062500000012
1511,100,4,2,47.62737585,-122.3442534,1,1.0,1,109.0,2,14,16,True,within an hour,True,Queen Anne,Townhouse,Private room,Real Bed,False,strict_14_with_grace_period,117.56437499999997
1512,90,1,2,47.66332376,-122.3257564,1,1.0,1,25.0,2,1125,25,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,99.524375
1513,100,1,4,47.66644258,-122.35540800000001,1,1.0,1,75.0,2,1125,40,False,within an hour,False,Other neighborhoods,Bungalow,Entire home/apt,Real Bed,False,strict_14_with_grace_period,130.20375
1514,100,1,2,47.61861664,-122.3154625,1,1.0,1,65.0,3,1125,31,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,moderate,112.30322916666664
1515,100,2,14,47.51026192,-122.389719,10,3.5,4,275.0,3,95,51,True,within a day,True,West Seattle,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,555.8135416666668
1516,98,61,4,47.60994758,-122.33627450000002,2,1.0,1,145.0,1,29,32,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,171.7490625
1517,100,2,2,47.51428396,-122.26274709999998,1,1.0,1,35.0,2,1125,14,True,within an hour,False,Rainier Valley,House,Private room,Real Bed,False,strict_14_with_grace_period,59.50104166666667
1518,100,9,4,47.69026892,-122.3130065,1,1.0,1,0.0,1,20,51,True,within an hour,True,Other neighborhoods,Bed and breakfast,Private room,Real Bed,False,strict_14_with_grace_period,74.41520833333333
1519,100,100,3,47.59922905,-122.3245605,1,1.0,1,60.0,2,1125,32,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,194.6165625
1520,100,10,4,47.60112422,-122.33162320000001,2,1.0,0,85.0,2,60,35,True,within an hour,False,Downtown,Loft,Entire home/apt,Real Bed,False,moderate,153.1288541666666
1521,92,3,2,47.57528765,-122.31485579999999,2,1.0,1,15.0,1,1125,28,False,within an hour,True,Beacon Hill,House,Private room,Real Bed,True,flexible,68.26687499999998
1522,100,2,8,47.63765587,-122.3680935,4,1.5,3,75.0,1,90,22,True,within an hour,False,Queen Anne,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,256.47291666666655
1523,100,1,2,47.67524755,-122.3205544,1,1.0,1,39.0,1,10,31,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,89.74864583333334
